movie,type,word,seconds,minutes
Reservoir Dogs,word,fucking,69.53,69
Reservoir Dogs,word,motherfucker,69.61,69
Reservoir Dogs,word,shit,69.78,69
Reservoir Dogs,word,fucking,69.86,69
Reservoir Dogs,word,ass,69.88,69
Reservoir Dogs,word,fucking,70.06,70
Reservoir Dogs,word,fucking,71.63,71
Reservoir Dogs,word,fuck,71.95,71
Reservoir Dogs,word,fucking,72.16,72
Reservoir Dogs,word,fucking,72.4,72
Reservoir Dogs,word,asshole,72.58,72
Reservoir Dogs,word,fucking,72.61,72
Reservoir Dogs,word,fucking,72.95,72
Reservoir Dogs,word,bitch,73.05,73
Reservoir Dogs,word,fucking,73.28,73
Reservoir Dogs,word,fucking,73.36,73
Reservoir Dogs,word,shit,74.01,74
Reservoir Dogs,word,shit,74.05,74
Reservoir Dogs,word,bitch,74.4,74
Reservoir Dogs,word,shit,74.43,74
Reservoir Dogs,word,motherfucker,74.5,74
Reservoir Dogs,word,pussy,76.13,76
Reservoir Dogs,word,shit,76.2,76
Reservoir Dogs,word,fucking,76.28,76
Reservoir Dogs,word,fucking,76.3,76
Reservoir Dogs,word,bitch,77.05,77
Reservoir Dogs,word,bitch,77.06,77
Reservoir Dogs,word,fuck,77.13,77
Reservoir Dogs,word,n-word ,77.25,77
Reservoir Dogs,word,shit,77.28,77
Reservoir Dogs,word,n-word ,77.33,77
Reservoir Dogs,word,ass,77.35,77
Reservoir Dogs,word,bitches,77.36,77
Reservoir Dogs,word,fuck,77.4,77
Reservoir Dogs,word,fucking,78.01,78
Reservoir Dogs,word,fuck,78.55,78
Reservoir Dogs,word,fucking,78.6,78
Reservoir Dogs,word,wetback,78.95,78
Reservoir Dogs,word,shit,79.1,79
Reservoir Dogs,word,fucking,79.11,79
Reservoir Dogs,word,shit,79.36,79
Reservoir Dogs,word,fucking,79.4,79
Reservoir Dogs,word,dick,79.48,79
Reservoir Dogs,word,dick,79.51,79
Reservoir Dogs,word,fucking,79.83,79
Reservoir Dogs,word,fuck,80.18,80
Reservoir Dogs,word,bullshit,80.31,80
Reservoir Dogs,word,fucking,80.46,80
Reservoir Dogs,word,hell,80.65,80
Reservoir Dogs,word,faggot,81.65,81
Reservoir Dogs,word,shit,82.05,82
Reservoir Dogs,word,pussy,82.08,82
Reservoir Dogs,word,goddamn,82.48,82
Reservoir Dogs,word,fucking,82.5,82
Reservoir Dogs,word,fucking,82.73,82
Reservoir Dogs,word,goddamn,82.9,82
Reservoir Dogs,word,goddamn,82.96,82
Reservoir Dogs,word,ass,83.86,83
Reservoir Dogs,word,fucking,84.16,84
Reservoir Dogs,word,shit,84.16,84
Reservoir Dogs,word,bitch,84.21,84
Reservoir Dogs,word,fuck,84.3,84
Reservoir Dogs,word,fuck,84.4,84
Reservoir Dogs,word,bitch,84.5,84
Reservoir Dogs,word,fuck,85.08,85
Reservoir Dogs,word,fuck,85.28,85
Reservoir Dogs,word,fucking,85.45,85
Reservoir Dogs,death,,85.58,85
Reservoir Dogs,death,,85.58,85
Reservoir Dogs,death,,85.81,85
Reservoir Dogs,word,fucking,86.48,86
Reservoir Dogs,death,,86.55,86
Reservoir Dogs,word,fucking,86.86,86
Reservoir Dogs,word,shit,86.91,86
Reservoir Dogs,word,fucking,86.96,86
Reservoir Dogs,word,shit,87.06,87
Reservoir Dogs,word,fuck,87.73,87
Reservoir Dogs,death,,88.06,88
Reservoir Dogs,word,hell,88.38,88
Reservoir Dogs,word,shit,88.45,88
Reservoir Dogs,word,fucking,88.76,88
Reservoir Dogs,word,fucking,89.38,89
Reservoir Dogs,word,fucking,89.45,89
Reservoir Dogs,word,fucking,89.48,89
Reservoir Dogs,word,fucking,89.95,89
Reservoir Dogs,word,hell,90.1,90
Reservoir Dogs,word,bullshit,90.15,90
Reservoir Dogs,word,hell,90.3,90
Reservoir Dogs,word,fuck,90.36,90
Reservoir Dogs,word,shit,90.4,90
Reservoir Dogs,word,fucking,90.5,90
Reservoir Dogs,word,fucking,90.75,90
Reservoir Dogs,word,shit,90.88,90
Reservoir Dogs,word,cocksucker,90.91,90
Reservoir Dogs,word,fucking,91.15,91
Reservoir Dogs,word,fucking,91.35,91
Reservoir Dogs,word,fucking,91.48,91
Reservoir Dogs,word,fucking,91.75,91
Reservoir Dogs,word,fucking,91.96,91
Reservoir Dogs,word,fucking,92.01,92
Reservoir Dogs,word,goddamn,92.05,92
Reservoir Dogs,word,fucking,92.13,92
Reservoir Dogs,death,,92.15,92
Reservoir Dogs,death,,92.15,92
Reservoir Dogs,word,fucking,94.73,94
Reservoir Dogs,word,fucking,94.75,94
Reservoir Dogs,word,fucking,94.83,94
Reservoir Dogs,word,fucking,94.9,94
Reservoir Dogs,word,fucking,95.21,95
Reservoir Dogs,word,fucking,95.33,95
Reservoir Dogs,word,fucking,95.33,95
Reservoir Dogs,death,,95.4,95
Reservoir Dogs,death,,95.4,95
Pulp Fiction,word,shit,0.52,0
Pulp Fiction,word,fucking,0.82,0
Pulp Fiction,word,fuck,1.37,1
Pulp Fiction,word,fucking,1.62,1
Pulp Fiction,word,fucking,1.73,1
Pulp Fiction,word,fucking,1.77,1
Pulp Fiction,word,fucking,2.18,2
Pulp Fiction,word,fuck,2.22,2
Pulp Fiction,word,gook,2.28,2
Pulp Fiction,word,fuckers,2.28,2
Pulp Fiction,word,gooks,2.42,2
Pulp Fiction,word,fucking,2.45,2
Pulp Fiction,word,fucking,2.47,2
Pulp Fiction,word,fucking,2.53,2
Pulp Fiction,word,fuck,2.6,2
Pulp Fiction,word,fuck,3.52,3
Pulp Fiction,word,fucking,3.58,3
Pulp Fiction,word,wetback,3.67,3
Pulp Fiction,word,fuck,3.7,3
Pulp Fiction,word,fucking,4.68,4
Pulp Fiction,word,motherfucking,4.75,4
Pulp Fiction,word,fucking,7.7,7
Pulp Fiction,word,shit,7.87,7
Pulp Fiction,word,fuck,8.25,8
Pulp Fiction,word,goddamn,8.67,8
Pulp Fiction,word,fucking,8.72,8
Pulp Fiction,word,shit,8.72,8
Pulp Fiction,word,fucking,9.1,9
Pulp Fiction,word,n-word ,10.08,10
Pulp Fiction,word,fucked,10.17,10
Pulp Fiction,word,fuck,10.4,10
Pulp Fiction,word,ass,10.73,10
Pulp Fiction,word,n-word ,10.75,10
Pulp Fiction,word,n-word ,10.85,10
Pulp Fiction,word,damn,10.98,10
Pulp Fiction,word,pussy,11.52,11
Pulp Fiction,word,fucking,11.55,11
Pulp Fiction,word,bitch,11.6,11
Pulp Fiction,word,bitch,11.6,11
Pulp Fiction,word,fucking,11.63,11
Pulp Fiction,word,fucking,11.68,11
Pulp Fiction,word,fucking,11.83,11
Pulp Fiction,word,fucking,11.88,11
Pulp Fiction,word,shit,11.92,11
Pulp Fiction,word,fucking,12.03,12
Pulp Fiction,word,shit,12.07,12
Pulp Fiction,word,fuck,12.2,12
Pulp Fiction,word,fuck,12.27,12
Pulp Fiction,word,motherfucking,12.88,12
Pulp Fiction,word,fucking,12.9,12
Pulp Fiction,word,n-word ,12.92,12
Pulp Fiction,word,shit,12.93,12
Pulp Fiction,word,motherfucker,12.95,12
Pulp Fiction,word,shit,12.97,12
Pulp Fiction,word,ass,12.98,12
Pulp Fiction,word,motherfucker,13,13
Pulp Fiction,word,fucking,13.23,13
Pulp Fiction,word,fucking,13.33,13
Pulp Fiction,word,fucking,13.38,13
Pulp Fiction,word,fucking,13.43,13
Pulp Fiction,word,shit,13.47,13
Pulp Fiction,word,motherfucker,16.78,16
Pulp Fiction,word,shit,17.4,17
Pulp Fiction,word,goddamn,17.45,17
Pulp Fiction,word,ass,18.38,18
Pulp Fiction,word,shit,18.4,18
Pulp Fiction,word,fucked,18.62,18
Pulp Fiction,death,,18.7,18
Pulp Fiction,word,motherfucker,19.33,19
Pulp Fiction,word,motherfucker,19.57,19
Pulp Fiction,word,goddamn,19.58,19
Pulp Fiction,word,bitch,19.7,19
Pulp Fiction,word,bitch,19.82,19
Pulp Fiction,word,fuck,19.85,19
Pulp Fiction,word,bitch,19.85,19
Pulp Fiction,word,fuck,19.95,19
Pulp Fiction,word,fucked,20,20
Pulp Fiction,death,,20.95,20
Pulp Fiction,word,shit,21.32,21
Pulp Fiction,word,motherfucker,21.42,21
Pulp Fiction,word,motherfucking,21.82,21
Pulp Fiction,word,ass,21.88,21
Pulp Fiction,word,motherfuckers,22.03,22
Pulp Fiction,word,motherfuckers,22.08,22
Pulp Fiction,word,ass,22.1,22
Pulp Fiction,word,n-word ,23.07,23
Pulp Fiction,word,fucking,23.47,23
Pulp Fiction,word,fuck,23.52,23
Pulp Fiction,word,shit,23.7,23
Pulp Fiction,word,ass,24.07,24
Pulp Fiction,word,ass,24.23,24
Pulp Fiction,word,asses,24.4,24
Pulp Fiction,word,goddamn,24.45,24
Pulp Fiction,word,n-word ,24.45,24
Pulp Fiction,word,fucking,25.08,25
Pulp Fiction,word,goddamn,25.12,25
Pulp Fiction,word,fucking,25.17,25
Pulp Fiction,word,fucking,25.28,25
Pulp Fiction,word,shit,25.33,25
Pulp Fiction,word,fucking,25.37,25
Pulp Fiction,word,asshole,25.42,25
Pulp Fiction,word,n-word ,25.88,25
Pulp Fiction,word,ass,25.92,25
Pulp Fiction,word,shit,27.75,27
Pulp Fiction,word,fucking,27.78,27
Pulp Fiction,word,n-word ,27.88,27
Pulp Fiction,word,shit,27.98,27
Pulp Fiction,word,shit,27.98,27
Pulp Fiction,word,shit,28.03,28
Pulp Fiction,word,shit,28.08,28
Pulp Fiction,word,fucking,28.1,28
Pulp Fiction,word,fucking,28.22,28
Pulp Fiction,word,fucking,28.3,28
Pulp Fiction,word,shit,28.98,28
Pulp Fiction,word,fucker,29.43,29
Pulp Fiction,word,fucking,29.47,29
Pulp Fiction,word,fucked,29.52,29
Pulp Fiction,word,dickless,29.63,29
Pulp Fiction,word,shit,29.65,29
Pulp Fiction,word,fucked,29.67,29
Pulp Fiction,word,fucking,29.68,29
Pulp Fiction,word,asshole,29.82,29
Pulp Fiction,word,fucker,29.88,29
Pulp Fiction,word,chickenshit,29.92,29
Pulp Fiction,word,fucking,29.92,29
Pulp Fiction,word,fuck,29.97,29
Pulp Fiction,word,fuck,34.25,34
Pulp Fiction,word,hell,37.02,37
Pulp Fiction,word,hell,37.03,37
Pulp Fiction,word,goddamn,41.05,41
Pulp Fiction,word,fucking,41.05,41
Pulp Fiction,word,fucking,41.12,41
Pulp Fiction,word,bullshit,41.9,41
Pulp Fiction,word,fuck,42.1,42
Pulp Fiction,word,goddamn,42.98,42
Pulp Fiction,word,goddamn,43,43
Pulp Fiction,word,goddamn,43.03,43
Pulp Fiction,word,fucking,54.58,54
Pulp Fiction,word,fuck,54.63,54
Pulp Fiction,word,fuck,54.67,54
Pulp Fiction,word,fuck,54.68,54
Pulp Fiction,word,fucking,54.97,54
Pulp Fiction,word,fuck,55,55
Pulp Fiction,word,fuck,55.48,55
Pulp Fiction,word,goddamn,55.75,55
Pulp Fiction,word,fucking,55.83,55
Pulp Fiction,word,assholes,55.83,55
Pulp Fiction,word,fucking,55.93,55
Pulp Fiction,word,asshole,55.93,55
Pulp Fiction,word,fucking,56.1,56
Pulp Fiction,word,fucking,56.22,56
Pulp Fiction,word,fucking,56.28,56
Pulp Fiction,word,fucked,56.32,56
Pulp Fiction,word,fucking,56.38,56
Pulp Fiction,word,fucking,56.45,56
Pulp Fiction,word,fucking,56.53,56
Pulp Fiction,word,fucked,56.55,56
Pulp Fiction,word,fucking,56.55,56
Pulp Fiction,word,hell,56.92,56
Pulp Fiction,word,fucking,56.98,56
Pulp Fiction,word,shit,57.02,57
Pulp Fiction,word,fuck,57.03,57
Pulp Fiction,word,fucking,57.05,57
Pulp Fiction,word,fucked,57.12,57
Pulp Fiction,word,bitch,57.12,57
Pulp Fiction,word,fucked,57.17,57
Pulp Fiction,word,bitch,57.18,57
Pulp Fiction,word,fucking,57.25,57
Pulp Fiction,word,fucking,57.38,57
Pulp Fiction,word,shit,57.45,57
Pulp Fiction,word,shit,57.57,57
Pulp Fiction,word,goddamn,57.62,57
Pulp Fiction,word,fuck,57.63,57
Pulp Fiction,word,hell,57.82,57
Pulp Fiction,word,fucking,57.85,57
Pulp Fiction,word,fuck,57.85,57
Pulp Fiction,word,fuck,57.87,57
Pulp Fiction,word,fucking,57.88,57
Pulp Fiction,word,bitch,57.9,57
Pulp Fiction,word,fuck,57.98,57
Pulp Fiction,word,fucking,58.15,58
Pulp Fiction,word,fucking,58.48,58
Pulp Fiction,word,fuck,58.87,58
Pulp Fiction,word,fucking,58.88,58
Pulp Fiction,word,fucking,59.05,59
Pulp Fiction,word,fucking,59.27,59
Pulp Fiction,word,fuck,59.32,59
Pulp Fiction,word,bitch,59.65,59
Pulp Fiction,word,fucking,59.97,59
Pulp Fiction,word,fucking,60.15,60
Pulp Fiction,word,fucking,60.93,60
Pulp Fiction,word,hell,64.47,64
Pulp Fiction,word,gooks,67.33,67
Pulp Fiction,word,damned,67.5,67
Pulp Fiction,word,slope,67.5,67
Pulp Fiction,word,ass,67.6,67
Pulp Fiction,word,ass,67.67,67
Pulp Fiction,word,ass,67.78,67
Pulp Fiction,word,ass,70.3,70
Pulp Fiction,word,ass,70.38,70
Pulp Fiction,word,goddamn,70.4,70
Pulp Fiction,word,motherfucker,70.5,70
Pulp Fiction,word,n-word ,70.55,70
Pulp Fiction,word,ass,70.6,70
Pulp Fiction,word,shit,72.98,72
Pulp Fiction,word,fuck,73.78,73
Pulp Fiction,word,fuck,73.92,73
Pulp Fiction,word,fucking,74.02,74
Pulp Fiction,word,fuck,74.12,74
Pulp Fiction,word,fuck,74.45,74
Pulp Fiction,word,goddamn,74.72,74
Pulp Fiction,word,damn,77.47,77
Pulp Fiction,word,fuckhead,80.7,80
Pulp Fiction,word,merde,82.75,82
Pulp Fiction,word,fucking,84.95,84
Pulp Fiction,word,fuck,84.95,84
Pulp Fiction,word,fuck,85.28,85
Pulp Fiction,word,fucking,85.42,85
Pulp Fiction,word,shit,85.58,85
